poemId,emotion,le_prob,ai_prob,xi_prob,nu/hao_prob,si_prob
4977,乐,0.7171,0.0186,0.0297,0.0086,0.398
4978,哀,0.0081,0.9809,0.0045,0.0048,0.1184
4979,思,0.0142,0.0022,0.3821,0.001,0.8499
4980,哀,0.001,0.9922,0.0005,0.0025,0.3235
4981,思,0.0817,0.0032,0.0227,0.0032,0.9955
4982,"哀, 思",0.0905,0.7799,0.0012,0.0145,0.5007
4983,乐,0.8655,0.1199,0.0204,0.0032,0.0463
4984,哀,0.4947,0.6815,0.0019,0.0085,0.0238
4985,哀,0.0023,0.9387,0.0026,0.0006,0.2015
4986,"哀, 思",0.0053,0.9792,0.0027,0.0089,0.5595
4987,乐,0.9534,0.0019,0.04,0.0015,0.4622
4988,思,0.0431,0.0144,0.0269,0.0092,0.9958
4989,思,0.0448,0.4361,0.0016,0.0003,0.7677
4990,乐,0.3038,0.1403,0.0738,0.0099,0.2269
4991,思,0.2868,0.0497,0.1088,0.0086,0.6259
4992,哀,0.0053,0.9987,0.0048,0.0125,0.1271
4993,"喜, 思",0.0233,0.1277,0.5844,0.0048,0.9330
4994,乐,0.9841,0.0008,0.0018,0.0221,0.0092
4995,哀,0.0274,0.3691,0.0291,0.0108,0.281
4996,乐,0.9361,0.0258,0.287,0.0023,0.0236
4997,哀,0.0564,0.8933,0.0102,0.1445,0.2065
4998,思,0.2626,0.2741,0.2948,0.0035,0.6765
4999,思,0.4138,0.0015,0.0156,0.0144,0.5248
5000,"乐, 思",0.5294,0.0024,0.1546,0.0295,0.6430
5001,思,0.0186,0.0478,0.0001,0.0463,0.9801
5002,"哀, 思",0.0043,0.9943,0.0008,0.0021,0.5688
5003,哀,0.125,0.8686,0.0028,0.0105,0.1298
5004,"哀, 思",0.0024,0.8878,0.0042,0.0002,0.7157
5005,乐,0.3455,0.2993,0.0544,0.059,0.1676
5006,思,0.168,0.0751,0.0327,0.0645,0.6732
5007,哀,0.0857,0.9009,0.009,0.0414,0.0678
5008,"哀, 喜",0.0299,0.9380,0.5876,0.0038,0.0130
5009,哀,0.0615,0.7894,0.0028,0.422,0.3315
5010,思,0.4025,0.0529,0.0246,0.0021,0.812
5011,哀,0.0832,0.7954,0.0228,0.003,0.0964
5012,哀,0.0011,0.9881,0.0001,0.0084,0.0802
5013,哀,0.0505,0.9813,0.001,0.0067,0.0162
5014,乐,0.736,0.1678,0.0158,0.1441,0.122
5015,哀,0.2036,0.232,0.0026,0.122,0.0668
5016,哀,0.0017,0.9999,0.0001,0.001,0.0082
5017,思,0.0222,0.0856,0.0317,0.0775,0.7578
5018,思,0.0103,0.4977,0.0072,0.0948,0.6352
5019,哀,0.0122,0.9847,0.0127,0.0004,0.1222
5020,哀,0.0636,0.5924,0.0084,0.3587,0.2562
5021,思,0.3778,0.0076,0.0112,0.0008,0.9398
5022,思,0.1914,0.0374,0.3116,0.1038,0.7303
5023,乐,0.9461,0.3716,0.0375,0.0754,0.3142
5024,思,0.4093,0.0408,0.0415,0.001,0.4256
5025,哀,0.0029,0.9552,0.0056,0.0956,0.0761
5026,"喜, 思",0.0360,0.0144,0.7164,0.0035,0.9456
5027,哀,0.0402,0.9428,0.0048,0.1532,0.0599
5028,"哀, 思",0.0068,0.9980,0.0207,0.0130,0.6775
5029,"哀, 思",0.0057,0.9988,0.0079,0.0319,0.7516
5030,思,0.1691,0.4009,0.001,0.0016,0.9684
5031,乐,0.6156,0.049,0.0235,0.0088,0.0307
5032,哀,0.0061,0.9355,0.0003,0.0613,0.0743
5033,思,0.0424,0.2029,0.0094,0.0105,0.9895
5034,怒/豪,0.0612,0.0195,0.0649,0.9239,0.0623
5035,思,0.2558,0.0843,0.0055,0.0033,0.9699
5036,哀,0.215,0.4448,0.0274,0.0072,0.3946
5037,"乐, 喜",0.6644,0.1893,0.7431,0.0064,0.2594
5038,乐,0.8654,0.0022,0.0112,0.0112,0.4261
5039,哀,0.0172,0.7753,0.0151,0.0366,0.2725
5040,哀,0.0533,0.9978,0.0004,0.007,0.0076
5041,乐,0.2459,0.2018,0.0013,0.0035,0.085
5042,哀,0.1003,0.7196,0.0166,0.0145,0.0545
5043,乐,0.5405,0.1308,0.1245,0.0082,0.1889
5044,"哀, 思",0.0141,0.5819,0.0026,0.0011,0.9970
5045,哀,0.0396,0.6515,0.0535,0.0174,0.2294
5046,乐,0.713,0.0929,0.1995,0.0457,0.0381
5047,思,0.1356,0.091,0.0063,0.0005,0.9952
5048,思,0.3258,0.0515,0.0029,0.0169,0.5522
5049,乐,0.9243,0.0496,0.0046,0.0097,0.2961
5050,哀,0.0071,0.9993,0.0026,0.0099,0.0
5051,乐,0.926,0.013,0.0008,0.0001,0.281
5052,喜,0.1438,0.0051,0.56,0.0093,0.0238
5053,思,0.1597,0.0033,0.0312,0.2075,0.2891
5054,哀,0.1287,0.5138,0.0021,0.0223,0.0231
5055,哀,0.0644,0.8135,0.0182,0.0102,0.2354
5056,怒/豪,0.4147,0.0151,0.1612,0.4185,0.2024
5057,"哀, 思",0.0223,0.7375,0.0092,0.0105,0.5806
5058,"乐, 怒/豪",0.9405,0.2626,0.0064,0.5985,0.4698
5059,思,0.0339,0.2373,0.0035,0.0032,0.966
5060,思,0.3894,0.1577,0.1482,0.0391,0.9494
5061,"哀, 思",0.0178,0.5225,0.0002,0.0018,0.6579
5062,怒/豪,0.1129,0.3498,0.0523,0.3531,0.0734
5063,思,0.0116,0.1943,0.011,0.0019,0.9476
5064,乐,0.6116,0.1193,0.0225,0.0158,0.1892
5065,"乐, 思",0.9155,0.0013,0.1068,0.0021,0.8016
5066,哀,0.2249,0.69,0.0125,0.0353,0.1342
5067,哀,0.1861,0.352,0.0377,0.0137,0.1812
5068,乐,0.6548,0.0183,0.0035,0.0011,0.4623
5069,思,0.0172,0.1134,0.0062,0.2004,0.0
5070,哀,0.2601,0.6845,0.0697,0.0411,0.2243
5071,思,0.068,0.0543,0.0076,0.1602,0.8663
5072,哀,0.0234,0.9857,0.024,0.0118,0.2394
5073,"喜, 思",0.0054,0.0129,0.6435,0.0001,0.9902
5074,怒/豪,0.2094,0.0483,0.0097,0.2641,0.0931
5075,哀,0.0295,0.8573,0.0094,0.1569,0.1707
5076,哀,0.0384,0.4287,0.0362,0.0244,0.1179
5077,思,0.0273,0.1652,0.0431,0.3688,0.6648
5078,思,0.0103,0.4325,0.0134,0.0007,0.9317
5079,喜,0.0738,0.1376,0.4157,0.0237,0.0406
5080,哀,0.0216,0.4023,0.0482,0.0461,0.0124
5081,"哀, 思",0.0012,0.6706,0.0431,0.0025,0.9959
5082,乐,0.946,0.0019,0.0035,0.0004,0.1771
5083,"哀, 思",0.0125,0.5852,0.0004,0.0007,0.9118
5084,"哀, 思",0.4090,0.8350,0.0024,0.0217,0.6005
5085,思,0.2933,0.0028,0.1183,0.0365,0.3743
5086,乐,0.7136,0.0163,0.0065,0.0137,0.1064
5087,哀,0.0439,0.3189,0.0254,0.0379,0.2778
5088,"乐, 哀, 思",0.6861,0.7315,0.0031,0.0003,0.5852
5089,哀,0.4815,0.9041,0.0061,0.0022,0.0326
5090,哀,0.0208,0.3339,0.0166,0.2213,0.2416
5091,哀,0.0117,0.9983,0.0003,0.0405,0.009
5092,哀,0.1611,0.9196,0.0067,0.0002,0.4837
5093,"哀, 思",0.0727,0.8608,0.0082,0.0003,0.9151
5094,"喜, 思",0.4748,0.0283,0.7004,0.0000,0.6615
5095,乐,0.6327,0.1224,0.2724,0.0014,0.3164
5096,哀,0.1432,0.4632,0.0154,0.0375,0.3758
5097,哀,0.0474,0.9981,0.0006,0.0183,0.0122
5098,"哀, 思",0.0397,0.7257,0.0047,0.0244,0.8147
5099,怒/豪,0.0734,0.3554,0.1062,0.4306,0.1001
5100,哀,0.2472,0.8081,0.016,0.0097,0.2849
5101,"哀, 思",0.0015,0.5378,0.0003,0.0218,0.9646
5102,哀,0.1209,0.5772,0.0057,0.0112,0.0582
5103,喜,0.402,0.0222,0.8406,0.1203,0.0731
5104,思,0.4855,0.1352,0.1684,0.0596,0.7103
5105,思,0.0463,0.1996,0.0439,0.0064,0.3238
5106,"哀, 思",0.0628,0.9335,0.0250,0.0143,0.8488
5107,哀,0.01,0.9325,0.0583,0.0006,0.0643
5108,哀,0.0039,0.9542,0.0078,0.0042,0.3871
5109,思,0.09,0.0088,0.0028,0.0022,0.9974
5110,思,0.1184,0.2559,0.0859,0.0097,0.3097
5111,怒/豪,0.0399,0.3592,0.0067,0.9907,0.1986
5112,思,0.009,0.0595,0.0551,0.3057,0.8643
5113,"乐, 喜",0.9410,0.0659,0.7229,0.0013,0.0234
5114,思,0.0028,0.2661,0.0327,0.0066,0.3298
5115,乐,0.7383,0.0191,0.1915,0.0308,0.0719
5116,哀,0.0063,0.8698,0.0052,0.0116,0.3562
5117,哀,0.0013,0.8657,0.0007,0.0315,0.357
5118,"哀, 思",0.0023,0.8173,0.0019,0.0381,0.9577
5119,"哀, 思",0.0283,0.8599,0.2381,0.0004,0.5426
5120,哀,0.0212,0.8359,0.0004,0.0357,0.1405
5121,哀,0.1087,0.457,0.003,0.4374,0.2537
5122,哀,0.2805,0.4858,0.0112,0.0063,0.3479
5123,思,0.064,0.2156,0.0062,0.0292,0.9043
5124,哀,0.1221,0.78,0.0028,0.07,0.4407
5125,思,0.2708,0.2508,0.0077,0.0134,0.345
5126,哀,0.0523,0.9373,0.0004,0.1968,0.0296
5127,喜,0.129,0.0037,0.5265,0.0033,0.2245
5128,思,0.495,0.3719,0.0224,0.0143,0.7368
5129,哀,0.0002,0.9993,0.0018,0.001,0.0628
5130,喜,0.2158,0.0468,0.5286,0.3188,0.0185
5131,乐,0.7256,0.3999,0.0297,0.0112,0.0554
5132,"哀, 思",0.0632,0.8179,0.0163,0.0024,0.5033
5133,思,0.0565,0.3976,0.1953,0.3866,0.4566
5134,哀,0.1987,0.7256,0.0022,0.0008,0.1473
5135,哀,0.0031,0.9995,0.0001,0.0022,0.2452
5136,哀,0.0029,0.9888,0.0004,0.0404,0.3513
5137,哀,0.0082,0.9953,0.0162,0.0039,0.2564
5138,思,0.0932,0.1989,0.0094,0.0045,0.9402
5139,怒/豪,0.0369,0.368,0.0048,0.6269,0.1338
5140,哀,0.0767,0.7861,0.0452,0.0003,0.3901
5141,乐,0.9211,0.152,0.0368,0.0033,0.1827
5142,"乐, 思",0.6193,0.0891,0.0338,0.0020,0.9117
5143,思,0.2427,0.3599,0.029,0.0003,0.3628
5144,哀,0.1021,0.9301,0.0009,0.0042,0.1825
5145,思,0.1092,0.0602,0.0027,0.007,0.9627
5146,哀,0.3245,0.7417,0.0096,0.0123,0.0459
5147,哀,0.2611,0.513,0.1212,0.0071,0.4957
5148,哀,0.0017,0.9998,0.0001,0.0049,0.0415
5149,"哀, 思",0.0217,0.7451,0.0309,0.0353,0.5949
5150,哀,0.2177,0.7907,0.0031,0.1251,0.024
5151,"乐, 思",0.9409,0.0263,0.0332,0.0005,0.7069
5152,哀,0.0331,0.8547,0.0047,0.0019,0.3881
5153,"乐, 思",0.8284,0.0115,0.0075,0.0028,0.8871
5154,思,0.056,0.3095,0.0502,0.0688,0.3187
5155,哀,0.0133,0.9975,0.0033,0.0044,0.2112
5156,思,0.2475,0.0304,0.0421,0.0884,0.8423
5157,哀,0.0629,0.8677,0.0041,0.0018,0.4341
5158,哀,0.0067,0.7133,0.0039,0.0179,0.3003
5159,乐,0.3481,0.106,0.0554,0.005,0.3288
5160,思,0.0543,0.0489,0.0315,0.1454,0.9861
5161,哀,0.0683,0.891,0.0005,0.0777,0.11
5162,哀,0.1847,0.4202,0.0406,0.0001,0.0394
5163,怒/豪,0.1048,0.1412,0.0195,0.2983,0.2108
5164,思,0.0462,0.0469,0.0517,0.1193,0.7902
5165,哀,0.1246,0.4562,0.0053,0.036,0.3784
5166,哀,0.0002,0.0002,0.0033,0.0047,0.0
5167,哀,0.2813,0.4369,0.0389,0.2926,0.0963
5168,"乐, 喜",0.6190,0.0176,0.5160,0.0398,0.0094
5169,思,0.1213,0.2732,0.2418,0.0009,0.6344
5170,思,0.0056,0.1204,0.0268,0.4413,0.6864
5171,思,0.3452,0.3895,0.0915,0.0124,0.5516
5172,乐,0.8273,0.2677,0.4563,0.0122,0.0117
5173,乐,0.6715,0.2362,0.1846,0.009,0.0389
5174,"哀, 思",0.0064,0.9200,0.0068,0.0097,0.7485
5175,哀,0.3396,0.824,0.0026,0.0026,0.3121
5176,"哀, 思",0.2799,0.6275,0.0205,0.4009,0.5899
5177,思,0.1115,0.0248,0.0054,0.0728,0.956
5178,哀,0.2172,0.3301,0.017,0.0827,0.0683
5179,"哀, 思",0.0522,0.6908,0.0015,0.0030,0.7296
5180,"乐, 喜",0.9709,0.0049,0.8622,0.0076,0.0643
5181,思,0.1064,0.1642,0.0102,0.0002,0.8014
5182,"喜, 思",0.2769,0.0824,0.5282,0.0028,0.6167
5183,哀,0.0033,0.9949,0.0368,0.0224,0.3958
5184,哀,0.4761,0.8066,0.1322,0.0372,0.154
5185,思,0.2055,0.1488,0.0031,0.0413,0.548
5186,乐,0.5546,0.1826,0.0011,0.3711,0.083
5187,哀,0.0041,0.9887,0.0001,0.0007,0.073
5188,哀,0.2152,0.839,0.0021,0.0091,0.0141
5189,"乐, 思",0.8151,0.0002,0.0145,0.0180,0.6960
5190,哀,0.0005,0.9998,0.0001,0.0022,0.106
5191,哀,0.0066,0.8908,0.0004,0.0391,0.1391
5192,"乐, 喜",0.9668,0.0256,0.5593,0.0010,0.1926
5193,"哀, 怒/豪",0.1489,0.5203,0.0988,0.7063,0.1259
5194,"怒/豪, 思",0.0042,0.0371,0.0082,0.5059,0.9343
5195,"怒/豪, 思",0.0371,0.1748,0.0034,0.6302,0.6717
5196,哀,0.0969,0.5803,0.1328,0.0223,0.1047
5197,哀,0.0648,0.9775,0.0019,0.0047,0.1317
5198,乐,0.4325,0.0081,0.3173,0.0163,0.2839
5199,乐,0.6229,0.1754,0.0661,0.0017,0.1481
5200,哀,0.1924,0.7344,0.0152,0.0142,0.0666
5201,思,0.1171,0.4554,0.009,0.3407,0.4561
5202,乐,0.8535,0.0395,0.4112,0.286,0.1665
5203,思,0.1021,0.0328,0.0356,0.002,0.6175
5204,思,0.2877,0.0482,0.0639,0.0004,0.7358
5205,哀,0.091,0.7531,0.0147,0.2775,0.2068
5206,思,0.2754,0.1703,0.0053,0.0163,0.8374
5207,哀,0.054,0.8917,0.1304,0.0037,0.1512
5208,哀,0.0045,0.9953,0.0884,0.1386,0.212
5209,"哀, 怒/豪",0.1603,0.8679,0.0011,0.9774,0.0368
5210,思,0.0481,0.0036,0.0151,0.0156,0.9927
5211,哀,0.3129,0.8524,0.003,0.0032,0.4837
5212,乐,0.8384,0.0414,0.0916,0.0547,0.0158
5213,思,0.0421,0.3792,0.0354,0.1171,0.5299
5214,思,0.0765,0.3238,0.042,0.0044,0.7187
5215,哀,0.0007,0.9998,0.0015,0.0017,0.1119
5216,哀,0.0011,0.9991,0.0033,0.0538,0.069
5217,乐,0.8715,0.0146,0.0101,0.0404,0.2776
5218,乐,0.9573,0.2037,0.0117,0.0032,0.0216
5219,乐,0.9153,0.0018,0.1569,0.1066,0.0127
5220,思,0.3259,0.0022,0.1253,0.0108,0.8085
5221,哀,0.2443,0.9956,0.0027,0.0032,0.1793
5222,思,0.0182,0.0914,0.016,0.0129,0.982
5223,哀,0.0007,0.0002,0.0002,0.0547,0.0
5224,哀,0.4207,0.513,0.0031,0.0035,0.4709
5225,哀,0.1222,0.7562,0.0012,0.1438,0.1684
5226,思,0.0725,0.0097,0.0068,0.2353,0.6919
5227,哀,0.1973,0.5957,0.0132,0.0031,0.0889
5228,思,0.0541,0.1084,0.002,0.0717,0.9537
5229,哀,0.0814,0.9001,0.0091,0.0014,0.4153
5230,乐,0.9387,0.3614,0.0039,0.0018,0.2586
5231,思,0.0165,0.1034,0.0344,0.4077,0.7367
5232,思,0.0223,0.1576,0.0049,0.026,0.9136
5233,哀,0.0084,0.9981,0.0069,0.029,0.0
5234,哀,0.0149,0.9993,0.0052,0.1422,0.0304
5235,哀,0.1266,0.7932,0.1061,0.0047,0.3217
5236,思,0.0836,0.0286,0.3589,0.0274,0.5188
5237,思,0.0386,0.0914,0.0271,0.0313,0.7607
5238,哀,0.0289,0.8098,0.0222,0.0742,0.0133
5239,乐,0.536,0.0282,0.0151,0.1343,0.1131
5240,怒/豪,0.3549,0.1994,0.0056,0.9958,0.2645
5241,思,0.4912,0.1452,0.0016,0.0003,0.7887
5242,乐,0.9269,0.0013,0.0461,0.0092,0.0498
5243,思,0.0307,0.1717,0.0045,0.0727,0.9357
5244,"哀, 思",0.0881,0.6848,0.1291,0.0012,0.5859
5245,"哀, 思",0.0883,0.8457,0.0296,0.0163,0.8867
5246,乐,0.452,0.1463,0.0052,0.0075,0.4519
5247,"哀, 思",0.0572,0.7329,0.0088,0.0480,0.5664
5248,乐,0.2301,0.0045,0.1645,0.0068,0.058
5249,乐,0.1559,0.059,0.1089,0.0326,0.1176
5250,哀,0.4672,0.6995,0.0069,0.01,0.0272
5251,思,0.0536,0.2767,0.0242,0.0177,0.5308
5252,哀,0.0149,0.9667,0.398,0.0194,0.0561
5253,哀,0.2769,0.6123,0.0357,0.0085,0.0171
5254,喜,0.2769,0.0713,0.9383,0.012,0.0068
5255,"哀, 思",0.1168,0.8017,0.0231,0.0077,0.8206
5256,"哀, 思",0.1050,0.8384,0.0008,0.0024,0.5578
5257,哀,0.0144,0.9769,0.0085,0.0088,0.0627
5258,哀,0.0584,0.997,0.0003,0.0087,0.1182
5259,哀,0.1486,0.7114,0.0004,0.3864,0.0257
5260,哀,0.0035,0.9879,0.0002,0.1822,0.1764
5261,哀,0.1732,0.403,0.0133,0.0946,0.3027
5262,思,0.0013,0.1312,0.0099,0.025,0.7331
5263,哀,0.0325,0.7677,0.3611,0.1084,0.3733
5264,喜,0.2813,0.1165,0.756,0.0608,0.1611
5265,哀,0.0849,0.8218,0.0029,0.0899,0.0993
5266,思,0.0629,0.114,0.0251,0.0009,0.8592
5267,"乐, 哀",0.7178,0.5567,0.0099,0.0065,0.0123
5268,思,0.0673,0.1588,0.0015,0.0008,0.9689
5269,乐,0.8523,0.0696,0.0376,0.0037,0.3997
5270,思,0.0911,0.0334,0.1352,0.0349,0.5155
5271,哀,0.126,0.82,0.0088,0.0149,0.4282
5272,"乐, 哀",0.5363,0.6256,0.0025,0.0044,0.0087
5273,思,0.0539,0.0151,0.0172,0.0486,0.4666
5274,怒/豪,0.4811,0.2278,0.0403,0.763,0.1516
5275,"怒/豪, 思",0.1494,0.0523,0.0188,0.8261,0.5685
5276,哀,0.0912,0.9107,0.0187,0.0002,0.2473
5277,"哀, 思",0.0132,0.6926,0.0153,0.0200,0.5439
5278,"哀, 思",0.0005,0.9871,0.0023,0.0035,0.6394
5279,思,0.0165,0.0059,0.0008,0.0018,0.996
5280,"哀, 思",0.0152,0.8364,0.0144,0.0341,0.5542
5281,思,0.2571,0.3208,0.0083,0.0824,0.751
5282,哀,0.1903,0.9959,0.1286,0.0034,0.405
5283,"乐, 思",0.8131,0.1019,0.0209,0.0022,0.7521
5284,怒/豪,0.0371,0.4275,0.1346,0.5097,0.3074
5285,哀,0.0269,0.9895,0.0019,0.001,0.4719
5286,乐,0.7863,0.024,0.0326,0.0128,0.4658
5287,哀,0.3938,0.9625,0.0029,0.0041,0.0251
5288,乐,0.3453,0.303,0.0103,0.0025,0.2929
5289,哀,0.0412,0.9951,0.0006,0.0003,0.1936
5290,"哀, 思",0.0018,0.5016,0.0034,0.2354,0.5367
5291,乐,0.5145,0.0777,0.0499,0.0042,0.2364
5292,"乐, 思",0.7184,0.0022,0.2157,0.0021,0.7089
5293,"乐, 思",0.6473,0.0011,0.0375,0.0006,0.9858
5294,思,0.0647,0.0453,0.0087,0.0012,0.9457
5295,乐,0.7699,0.1495,0.3022,0.0002,0.0794
5296,哀,0.0062,0.9604,0.0036,0.0034,0.2491
5297,乐,0.8294,0.1767,0.025,0.0068,0.1825
5298,"乐, 喜",0.6336,0.0348,0.7259,0.4402,0.0314
5299,怒/豪,0.0593,0.1402,0.0469,0.8111,0.0277
5300,思,0.0166,0.2506,0.0102,0.0371,0.8127
5301,"哀, 思",0.0030,0.5282,0.0070,0.0012,0.9962
5302,哀,0.0028,0.5764,0.0264,0.2458,0.3025
5303,乐,0.5296,0.2307,0.0028,0.0035,0.1353
5304,哀,0.0056,0.8365,0.0193,0.0072,0.0851
5305,哀,0.0466,0.932,0.018,0.2293,0.0982
5306,哀,0.0053,0.9996,0.0006,0.0002,0.1055
5307,"乐, 哀",0.6759,0.5060,0.0020,0.0008,0.2799
5308,哀,0.0123,0.9999,0.0004,0.0407,0.0291
5309,"哀, 思",0.1190,0.6404,0.0118,0.0458,0.5772
5310,思,0.1756,0.0229,0.2537,0.0053,0.8014
5311,哀,0.2354,0.972,0.0016,0.0056,0.1536
5312,思,0.0551,0.025,0.3559,0.0006,0.5786
5313,思,0.0926,0.0038,0.4219,0.0034,0.6235
5314,思,0.0582,0.2088,0.0285,0.0539,0.8451
5315,思,0.0015,0.1379,0.0233,0.0011,0.9802
5316,乐,0.8548,0.0141,0.4153,0.1139,0.0863
5317,思,0.2086,0.0232,0.0817,0.003,0.6351
5318,思,0.1262,0.0142,0.1173,0.0026,0.9368
5319,喜,0.3463,0.0798,0.5713,0.2738,0.2946
5320,思,0.2174,0.2146,0.1434,0.0748,0.5638
5321,哀,0.2768,0.8719,0.0131,0.0019,0.4834
5322,哀,0.0781,0.9463,0.0053,0.0002,0.45
5323,"哀, 思",0.0200,0.5729,0.0113,0.0015,0.8481
5324,哀,0.0037,0.9814,0.0014,0.0137,0.1995
5325,思,0.1643,0.1061,0.025,0.1503,0.3581
5326,哀,0.127,0.9842,0.0433,0.0002,0.1121
5327,"哀, 思",0.0052,0.9714,0.0050,0.0055,0.8821
5328,喜,0.0435,0.2588,0.6975,0.038,0.0478
5329,哀,0.3004,0.83,0.0474,0.0131,0.2885
5330,思,0.0142,0.0166,0.0012,0.457,0.865
5331,哀,0.0135,0.5831,0.0037,0.0248,0.416
5332,"哀, 思",0.0080,0.9553,0.0002,0.0181,0.5257
5333,"哀, 思",0.0448,0.7635,0.0032,0.0224,0.8872
5334,思,0.0559,0.3892,0.0655,0.1405,0.4706
5335,乐,0.8083,0.0544,0.0898,0.0041,0.378
5336,乐,0.6551,0.2237,0.2429,0.0596,0.3697
5337,哀,0.0993,0.6178,0.0068,0.0168,0.3783
5338,哀,0.005,0.9615,0.0029,0.0424,0.3084
5339,乐,0.636,0.0913,0.1521,0.0162,0.2344
5340,"乐, 思",0.7996,0.1163,0.0108,0.0024,0.8251
5341,思,0.0776,0.0026,0.189,0.0134,0.7674
5342,乐,0.5829,0.3035,0.0127,0.0505,0.1535
5343,喜,0.0603,0.0795,0.3072,0.0024,0.2799
5344,哀,0.0146,0.4996,0.0013,0.1022,0.3607
5345,思,0.1058,0.2603,0.058,0.2482,0.7891
5346,乐,0.4896,0.0143,0.0846,0.0222,0.1791
5347,"哀, 思",0.0172,0.8797,0.0188,0.0179,0.9588
5348,乐,0.487,0.0148,0.0035,0.3285,0.0799
5349,"哀, 思",0.0046,0.9610,0.0020,0.0016,0.6602
5350,哀,0.1656,0.5003,0.0023,0.1459,0.1126
5351,乐,0.407,0.3922,0.3189,0.0049,0.1073
5352,"怒/豪, 思",0.2152,0.1898,0.1396,0.6301,0.8090
5353,乐,0.9359,0.0163,0.0005,0.0254,0.0067
5354,哀,0.0572,0.9684,0.0018,0.0022,0.3056
5355,"哀, 思",0.0233,0.8887,0.0020,0.0357,0.7222
5356,乐,0.8344,0.0065,0.0284,0.0262,0.3787
5357,哀,0.0096,0.8095,0.0019,0.1454,0.1382
5358,"乐, 思",0.6779,0.0002,0.0050,0.0048,0.9078
5359,思,0.2255,0.2242,0.0089,0.0031,0.5755
5360,哀,0.0178,0.8753,0.2081,0.0373,0.2388
5361,喜,0.0208,0.0889,0.5899,0.003,0.0598
5362,"乐, 哀",0.6352,0.7601,0.0074,0.0064,0.0436
5363,思,0.1196,0.174,0.0059,0.026,0.9478
5364,"哀, 怒/豪",0.1565,0.8259,0.0142,0.7094,0.1455
5365,"怒/豪, 思",0.1547,0.0803,0.0807,0.5622,0.7189
5366,"乐, 思",0.5969,0.0226,0.2051,0.0889,0.7352
5367,"乐, 思",0.8678,0.0075,0.0004,0.0020,0.8435
5368,喜,0.0279,0.1128,0.3937,0.0166,0.069
5369,思,0.1239,0.1087,0.0058,0.1264,0.6897
5370,哀,0.023,0.9852,0.0005,0.0194,0.0302
5371,思,0.4713,0.0051,0.4931,0.0021,0.6545
5372,思,0.1219,0.009,0.0346,0.1731,0.678
5373,乐,0.9546,0.0014,0.0307,0.0012,0.0353
5374,哀,0.012,0.9994,0.2033,0.0012,0.0845
5375,哀,0.4171,0.5322,0.0027,0.0054,0.0749
5376,乐,0.833,0.0302,0.0221,0.0291,0.1125
5377,哀,0.0198,0.973,0.004,0.0748,0.3454
5378,思,0.3423,0.0476,0.0648,0.0646,0.6754
5379,哀,0.0197,0.9651,0.0192,0.0516,0.2778
5380,哀,0.0263,0.8802,0.4966,0.0044,0.0248
5381,哀,0.0319,0.7299,0.2929,0.0351,0.3835
5382,"乐, 思",0.7759,0.0020,0.0158,0.0014,0.7532
5383,"哀, 思",0.3072,0.9460,0.0001,0.0076,0.5531
5384,"哀, 思",0.1104,0.8612,0.3897,0.0134,0.6753
5385,哀,0.0086,0.998,0.0003,0.0267,0.0095
5386,"乐, 思",0.6094,0.1271,0.0492,0.0147,0.5473
5387,哀,0.0006,0.9206,0.0001,0.0255,0.0789
5388,哀,0.0358,0.9843,0.0084,0.0015,0.0806
5389,哀,0.0035,0.9958,0.0005,0.0006,0.0939
5390,哀,0.0011,0.9999,0.0001,0.2162,0.0
5391,思,0.0855,0.4562,0.0048,0.0649,0.5616
5392,哀,0.1173,0.9715,0.0108,0.0048,0.2566
5393,思,0.0399,0.162,0.3517,0.0265,0.8901
5394,思,0.4783,0.0159,0.0047,0.2132,0.5752
5395,"哀, 怒/豪",0.0052,0.9785,0.0041,0.8471,0.3888
5396,哀,0.0345,0.9991,0.0002,0.0029,0.0281
5397,喜,0.4392,0.2378,0.7931,0.0014,0.0348
5398,思,0.2228,0.0167,0.3702,0.0009,0.9776
5399,"哀, 思",0.0254,0.7826,0.0134,0.0086,0.6362
5400,思,0.0382,0.0044,0.002,0.1102,0.8819
5401,哀,0.0309,0.9954,0.0009,0.0188,0.0271
5402,哀,0.0552,0.3436,0.073,0.0516,0.2558
5403,"怒/豪, 思",0.0495,0.1831,0.0342,0.9227,0.5942
5404,哀,0.4823,0.924,0.092,0.0003,0.0663
5405,"乐, 思",0.6850,0.0019,0.3775,0.0049,0.6851
5406,哀,0.191,0.346,0.0914,0.0377,0.3285
5407,"哀, 思",0.0075,0.6903,0.0252,0.0200,0.6938
5408,哀,0.039,0.7937,0.0105,0.0005,0.223
5409,哀,0.1912,0.229,0.0009,0.0676,0.161
5410,乐,0.59,0.1207,0.0331,0.109,0.2927
5411,"哀, 思",0.0361,0.7527,0.0004,0.0072,0.7576
5412,乐,0.8083,0.0063,0.0683,0.0042,0.1357
5413,乐,0.9243,0.1231,0.1023,0.0058,0.0199
5414,思,0.1328,0.0372,0.0236,0.007,0.7825
5415,哀,0.0204,0.9993,0.0015,0.0005,0.0246
5416,思,0.0594,0.1068,0.0623,0.0038,0.982
5417,哀,0.03,0.9738,0.0018,0.0068,0.1789
5418,哀,0.0863,0.8694,0.0356,0.0076,0.1979
5419,哀,0.0072,0.9505,0.0039,0.2675,0.0317
5420,乐,0.581,0.0756,0.0108,0.0159,0.2234
